framework/react/devtools.md|11|2|Installation
framework/react/devtools.md|37|2|Import the Devtools
framework/react/devtools.md|43|2|Using Devtools in production
framework/react/devtools.md|51|2|Using inside of the `RouterProvider`
framework/react/devtools.md|78|2|Manually passing the Router Instance
framework/react/devtools.md|93|2|Floating Mode
framework/react/devtools.md|112|3|Devtools Options
framework/react/devtools.md|135|2|Fixed Mode
framework/react/devtools.md|154|2|Embedded Mode
framework/react/devtools.md|175|3|DevtoolsPanel Options
framework/react/faq.md|7|2|Should I commit my `routeTree.gen.ts` file into git?
framework/react/faq.md|13|2|Can I conditionally render the Root Route component?
framework/react/installation.md|11|1|or
framework/react/installation.md|13|1|or
framework/react/installation.md|15|1|or
framework/react/installation.md|17|1|or
framework/react/installation.md|23|3|Requirements
framework/react/installation.md|39|3|LLM Assistance Support
framework/react/installation.md|55|3|Usage with yarn workspaces
framework/react/migrate-from-react-location.md|7|2|Differences between React Location and TanStack Router
framework/react/migrate-from-react-location.md|16|2|Migration guide
framework/react/migrate-from-react-location.md|23|3|Step 1: Swap over to TanStack Router's dependencies
framework/react/migrate-from-react-location.md|37|3|Step 2: Use the file-based routing watcher
framework/react/migrate-from-react-location.md|62|3|Step 3: Add the file-based configuration file to your project
framework/react/migrate-from-react-location.md|75|3|Step 4: Create the routes directory
framework/react/migrate-from-react-location.md|83|3|Step 5: Create the root route file
framework/react/migrate-from-react-location.md|109|3|Step 6: Create the index route file
framework/react/migrate-from-react-location.md|122|3|Step 7: Create the posts route file
framework/react/migrate-from-react-location.md|161|3|Step 8: Create the posts index route file
framework/react/migrate-from-react-location.md|174|3|Step 9: Create the posts id route file
framework/react/migrate-from-react-location.md|198|3|Step 10: Generate the route tree
framework/react/migrate-from-react-location.md|208|3|Step 11: Update the main entry file to render the Router
framework/react/migrate-from-react-location.md|246|3|Finished!
framework/react/overview.md|24|2|"A Fork in the Route"
framework/react/overview.md|49|2|Why TanStack Router?
framework/react/overview.md|78|2|100% Inferred TypeScript Support
framework/react/overview.md|91|2|1st Class Search Parameters
framework/react/overview.md|113|2|Built-In Caching and Friendly Data Loading
framework/react/overview.md|123|3|Built-in Cache
framework/react/overview.md|127|3|Flexible & Powerful Data Lifecycle APIs
framework/react/overview.md|131|2|Inherited Route Context
framework/react/overview.md|143|2|File-based and/or Code-Based Routing
framework/react/overview.md|149|2|Acknowledgements
framework/react/overview.md|160|2|Let's go!
framework/react/quick-start.md|7|2|Using File-Based Route Generation
framework/react/quick-start.md|11|3|Scaffolding Your First TanStack Router Project
framework/react/quick-start.md|19|3|Manual Setup
framework/react/quick-start.md|23|4|Install TanStack Router, Vite Plugin, and the Router Devtools
framework/react/quick-start.md|28|1|or
framework/react/quick-start.md|31|1|or
framework/react/quick-start.md|34|1|or
framework/react/quick-start.md|37|1|or
framework/react/quick-start.md|41|4|Configure the Vite Plugin
framework/react/quick-start.md|73|4|`src/routes/__root.tsx`
framework/react/quick-start.md|98|4|`src/routes/index.tsx`
framework/react/quick-start.md|116|4|`src/routes/about.tsx`
framework/react/quick-start.md|130|4|`src/main.tsx`
framework/react/quick-start.md|168|2|Using Code-Based Route Configuration
framework/react/routing/code-based-routing.md|8|2|⚠️ Before You Start
framework/react/routing/code-based-routing.md|13|2|Route Trees
framework/react/routing/code-based-routing.md|114|2|Anatomy of a Route
framework/react/routing/code-based-routing.md|147|2|Manually building the route tree
framework/react/routing/code-based-routing.md|178|2|Routing Concepts for Code-Based Routing
framework/react/routing/code-based-routing.md|195|2|The Root Route
framework/react/routing/code-based-routing.md|219|2|Basic Routes
framework/react/routing/code-based-routing.md|232|2|Index Routes
framework/react/routing/code-based-routing.md|251|2|Dynamic Route Segments
framework/react/routing/code-based-routing.md|274|2|Splat / Catch-All Routes
framework/react/routing/code-based-routing.md|298|2|Layout Routes
framework/react/routing/code-based-routing.md|349|2|Pathless Layout Routes
framework/react/routing/code-based-routing.md|400|2|Non-Nested Routes
framework/react/routing/file-based-routing.md|7|2|What is File-Based Routing?
framework/react/routing/file-based-routing.md|18|2|`/`s or `.`s?
framework/react/routing/file-based-routing.md|22|2|Directory Routes
framework/react/routing/file-based-routing.md|54|2|Flat Routes
framework/react/routing/file-based-routing.md|81|2|Mixed Flat and Directory Routes
framework/react/routing/file-based-routing.md|108|2|Getting started with File-Based Routing
framework/react/routing/file-naming-conventions.md|22|2|Dynamic Path Params
framework/react/routing/file-naming-conventions.md|33|2|Pathless Routes
framework/react/routing/installation-with-esbuild.md|36|2|Ignoring the generated route tree file
framework/react/routing/installation-with-esbuild.md|67|2|Configuration
framework/react/routing/installation-with-router-cli.md|34|2|Using the `generate` command
framework/react/routing/installation-with-router-cli.md|42|2|Using the `watch` command
framework/react/routing/installation-with-router-cli.md|54|2|Ignoring the generated route tree file
framework/react/routing/installation-with-router-cli.md|85|2|Configuration
framework/react/routing/installation-with-rspack.md|42|2|Ignoring the generated route tree file
framework/react/routing/installation-with-rspack.md|73|2|Configuration
framework/react/routing/installation-with-vite.md|44|2|Ignoring the generated route tree file
framework/react/routing/installation-with-vite.md|75|2|Configuration
framework/react/routing/installation-with-webpack.md|35|2|Ignoring the generated route tree file
framework/react/routing/installation-with-webpack.md|66|2|Configuration
framework/react/routing/route-trees.md|14|2|Route Trees
framework/react/routing/route-trees.md|57|2|Route Tree Configuration
framework/react/routing/routing-concepts.md|9|2|Anatomy of a Route
framework/react/routing/routing-concepts.md|29|2|The Root Route
framework/react/routing/routing-concepts.md|64|2|Basic Routes
framework/react/routing/routing-concepts.md|85|2|Index Routes
framework/react/routing/routing-concepts.md|107|2|Dynamic Route Segments
framework/react/routing/routing-concepts.md|132|2|Splat / Catch-All Routes
framework/react/routing/routing-concepts.md|148|2|Optional Path Parameters
framework/react/routing/routing-concepts.md|182|2|Layout Routes
framework/react/routing/routing-concepts.md|254|2|Pathless Layout Routes
framework/react/routing/routing-concepts.md|331|2|Non-Nested Routes
framework/react/routing/routing-concepts.md|355|2|Excluding Files and Folders from Routes
framework/react/routing/routing-concepts.md|399|2|Pathless Route Group Directories
framework/react/routing/virtual-file-routes.md|41|2|Configuration
framework/react/routing/virtual-file-routes.md|48|2|Configuration via the TanStackRouter Plugin
framework/react/routing/virtual-file-routes.md|87|2|Creating Virtual File Routes
framework/react/routing/virtual-file-routes.md|97|2|Virtual Root Route
framework/react/routing/virtual-file-routes.md|110|2|Virtual Route
framework/react/routing/virtual-file-routes.md|139|2|Virtual Index Route
framework/react/routing/virtual-file-routes.md|149|2|Virtual Pathless Route
framework/react/routing/virtual-file-routes.md|177|2|Physical Virtual Routes
framework/react/routing/virtual-file-routes.md|227|2|Virtual Routes inside of TanStack Router File Based routing
framework/react/routing/virtual-file-routes.md|272|2|Inception
framework/react/routing/virtual-file-routes.md|293|2|Configuration via the TanStack Router CLI
framework/react/api/router/ActiveLinkOptionsType.md|19|2|ActiveLinkOptions properties
framework/react/api/router/ActiveLinkOptionsType.md|23|3|`activeProps`
framework/react/api/router/ActiveLinkOptionsType.md|29|3|`inactiveProps`
framework/react/api/router/FileRouteClass.md|12|2|`FileRoute` constructor
framework/react/api/router/FileRouteClass.md|16|3|Constructor options
framework/react/api/router/FileRouteClass.md|22|3|Constructor returns
framework/react/api/router/FileRouteClass.md|26|2|`FileRoute` methods
framework/react/api/router/FileRouteClass.md|30|3|`.createRoute` method
framework/react/api/router/FileRouteClass.md|34|4|.createRoute options
framework/react/api/router/FileRouteClass.md|41|4|.createRoute returns
framework/react/api/router/FileRouteClass.md|47|3|Examples
framework/react/api/router/LinkOptionsType.md|18|2|LinkOptions properties
framework/react/api/router/LinkOptionsType.md|22|3|`target`
framework/react/api/router/LinkOptionsType.md|28|3|`activeOptions`
framework/react/api/router/LinkOptionsType.md|34|3|`preload`
framework/react/api/router/LinkOptionsType.md|41|3|`preloadDelay`
framework/react/api/router/LinkOptionsType.md|47|3|`disabled`
framework/react/api/router/LinkPropsType.md|17|2|LinkProps properties
framework/react/api/router/LinkPropsType.md|22|4|`children`
framework/react/api/router/MatchRouteOptionsType.md|17|2|MatchRouteOptions properties
framework/react/api/router/MatchRouteOptionsType.md|21|3|`pending` property
framework/react/api/router/MatchRouteOptionsType.md|27|3|`caseSensitive` property
framework/react/api/router/MatchRouteOptionsType.md|33|3|`includeSearch` property
framework/react/api/router/MatchRouteOptionsType.md|39|3|`fuzzy` property
framework/react/api/router/NavigateOptionsType.md|20|2|NavigateOptions properties
framework/react/api/router/NavigateOptionsType.md|24|3|`replace`
framework/react/api/router/NavigateOptionsType.md|31|3|`resetScroll`
framework/react/api/router/NavigateOptionsType.md|38|3|`hashScrollIntoView`
framework/react/api/router/NavigateOptionsType.md|47|3|`viewTransition`
framework/react/api/router/NavigateOptionsType.md|58|3|`ignoreBlocker`
framework/react/api/router/NavigateOptionsType.md|65|3|`reloadDocument`
framework/react/api/router/NavigateOptionsType.md|72|3|`href`
framework/react/api/router/NotFoundErrorType.md|18|2|NotFoundError properties
framework/react/api/router/NotFoundErrorType.md|22|3|`global` property (⚠️ deprecated, use `routeId: rootRouteId` instead)
framework/react/api/router/NotFoundErrorType.md|28|3|`data` property
framework/react/api/router/NotFoundErrorType.md|34|3|`throw` property
framework/react/api/router/NotFoundErrorType.md|40|3|`route` property
framework/react/api/router/NotFoundErrorType.md|46|3|`headers` property
framework/react/api/router/NotFoundRouteClass.md|13|2|Constructor options
framework/react/api/router/NotFoundRouteClass.md|35|2|Examples
framework/react/api/router/RedirectType.md|18|2|Redirect properties
framework/react/api/router/RedirectType.md|22|3|`statusCode` property
framework/react/api/router/RedirectType.md|28|3|`throw` property
framework/react/api/router/RedirectType.md|34|3|`headers` property
framework/react/api/router/RedirectType.md|40|3|Navigation Properties
framework/react/api/router/RegisterType.md|16|2|Examples
framework/react/api/router/RootRouteClass.md|12|2|`RootRoute` constructor
framework/react/api/router/RootRouteClass.md|16|3|Constructor options
framework/react/api/router/RootRouteClass.md|37|2|Constructor returns
framework/react/api/router/RootRouteClass.md|41|2|Examples
framework/react/api/router/RouteApiClass.md|12|2|Constructor options
framework/react/api/router/RouteApiClass.md|16|3|`opts.routeId` option
framework/react/api/router/RouteApiClass.md|22|2|Constructor returns
framework/react/api/router/RouteApiClass.md|26|2|Examples
framework/react/api/router/RouteApiType.md|8|2|`RouteApi` properties and methods
framework/react/api/router/RouteApiType.md|12|3|`useMatch` method
framework/react/api/router/RouteApiType.md|35|3|`useRouteContext` method
framework/react/api/router/RouteApiType.md|53|3|`useSearch` method
framework/react/api/router/RouteApiType.md|76|3|`useParams` method
framework/react/api/router/RouteApiType.md|99|3|`useLoaderData` method
framework/react/api/router/RouteApiType.md|122|3|`useLoaderDeps` method
framework/react/api/router/RouteApiType.md|145|3|`useNavigate` method
framework/react/api/router/RouteClass.md|12|2|`Route` constructor
framework/react/api/router/RouteClass.md|16|3|Constructor options
framework/react/api/router/RouteClass.md|22|3|Constructor returns
framework/react/api/router/RouteClass.md|26|2|Examples
framework/react/api/router/RouteMaskType.md|8|2|RouteMask properties
framework/react/api/router/RouteMaskType.md|12|3|`...ToOptions`
framework/react/api/router/RouteMaskType.md|18|3|`options.routeTree`
framework/react/api/router/RouteMaskType.md|24|3|`options.unmaskOnReload`
framework/react/api/router/RouteOptionsType.md|8|2|RouteOptions properties
framework/react/api/router/RouteOptionsType.md|12|3|`getParentRoute` method
framework/react/api/router/RouteOptionsType.md|18|3|`path` property
framework/react/api/router/RouteOptionsType.md|24|3|`id` property
framework/react/api/router/RouteOptionsType.md|30|3|`component` property
framework/react/api/router/RouteOptionsType.md|36|3|`errorComponent` property
framework/react/api/router/RouteOptionsType.md|42|3|`pendingComponent` property
framework/react/api/router/RouteOptionsType.md|48|3|`notFoundComponent` property
framework/react/api/router/RouteOptionsType.md|54|3|`validateSearch` method
framework/react/api/router/RouteOptionsType.md|61|3|`search.middlewares` property
framework/react/api/router/RouteOptionsType.md|68|3|`parseParams` method (⚠️ deprecated, use `params.parse` instead)
framework/react/api/router/RouteOptionsType.md|74|3|`stringifyParams` method (⚠️ deprecated, use `params.stringify` instead)
framework/react/api/router/RouteOptionsType.md|80|3|`params.parse` method
framework/react/api/router/RouteOptionsType.md|86|3|`params.stringify` method
framework/react/api/router/RouteOptionsType.md|91|3|`beforeLoad` method
framework/react/api/router/RouteOptionsType.md|120|3|`loader` method
framework/react/api/router/RouteOptionsType.md|150|3|`loaderDeps` method
framework/react/api/router/RouteOptionsType.md|163|3|`staleTime` property
framework/react/api/router/RouteOptionsType.md|170|3|`preloadStaleTime` property
framework/react/api/router/RouteOptionsType.md|177|3|`gcTime` property
framework/react/api/router/RouteOptionsType.md|184|3|`shouldReload` property
framework/react/api/router/RouteOptionsType.md|192|3|`caseSensitive` property
framework/react/api/router/RouteOptionsType.md|198|3|`wrapInSuspense` property
framework/react/api/router/RouteOptionsType.md|204|3|`pendingMs` property
framework/react/api/router/RouteOptionsType.md|211|3|`pendingMinMs` property
framework/react/api/router/RouteOptionsType.md|218|3|`preloadMaxAge` property
framework/react/api/router/RouteOptionsType.md|225|3|`preSearchFilters` property (⚠️ deprecated, use `search.middlewares` instead)
framework/react/api/router/RouteOptionsType.md|233|3|`postSearchFilters` property (⚠️ deprecated, use `search.middlewares` instead)
framework/react/api/router/RouteOptionsType.md|241|3|`onError` property
framework/react/api/router/RouteOptionsType.md|248|3|`onEnter` property
framework/react/api/router/RouteOptionsType.md|254|3|`onStay` property
framework/react/api/router/RouteOptionsType.md|260|3|`onLeave` property
framework/react/api/router/RouteOptionsType.md|266|3|`onCatch` property
framework/react/api/router/RouteOptionsType.md|272|3|`remountDeps` method
framework/react/api/router/RouteOptionsType.md|304|3|`headers` method
framework/react/api/router/RouteOptionsType.md|320|3|`head` method
framework/react/api/router/RouteOptionsType.md|348|3|`scripts` method
framework/react/api/router/RouteOptionsType.md|364|3|`codeSplitGroupings` property
framework/react/api/router/RouteType.md|8|2|`Route` properties and methods
framework/react/api/router/RouteType.md|12|3|`.addChildren` method
framework/react/api/router/RouteType.md|17|3|`.update` method
framework/react/api/router/RouteType.md|24|3|`.lazy` method
framework/react/api/router/RouteType.md|29|3|...`RouteApi` methods
framework/react/api/router/RouterClass.md|12|2|`Router` constructor
framework/react/api/router/RouterClass.md|16|3|Constructor options
framework/react/api/router/RouterClass.md|22|3|Constructor returns
framework/react/api/router/RouterClass.md|26|2|Examples
framework/react/api/router/RouterEventsType.md|57|2|RouterEvents properties
framework/react/api/router/RouterEventsType.md|61|3|`type` property
framework/react/api/router/RouterEventsType.md|67|3|`fromLocation` property
framework/react/api/router/RouterEventsType.md|72|3|`toLocation` property
framework/react/api/router/RouterEventsType.md|77|3|`pathChanged` property
framework/react/api/router/RouterEventsType.md|82|3|`hrefChanged` property
framework/react/api/router/RouterEventsType.md|87|2|Example
framework/react/api/router/RouterOptionsType.md|8|2|RouterOptions properties
framework/react/api/router/RouterOptionsType.md|12|3|`routeTree` property
framework/react/api/router/RouterOptionsType.md|18|3|`history` property
framework/react/api/router/RouterOptionsType.md|24|3|`stringifySearch` method
framework/react/api/router/RouterOptionsType.md|31|3|`parseSearch` method
framework/react/api/router/RouterOptionsType.md|38|3|`search.strict` property
framework/react/api/router/RouterOptionsType.md|47|3|`defaultPreload` property
framework/react/api/router/RouterOptionsType.md|57|3|`defaultPreloadDelay` property
framework/react/api/router/RouterOptionsType.md|64|3|`defaultComponent` property
framework/react/api/router/RouterOptionsType.md|71|3|`defaultErrorComponent` property
framework/react/api/router/RouterOptionsType.md|78|3|`defaultNotFoundComponent` property
framework/react/api/router/RouterOptionsType.md|85|3|`defaultPendingComponent` property
framework/react/api/router/RouterOptionsType.md|91|3|`defaultPendingMs` property
framework/react/api/router/RouterOptionsType.md|98|3|`defaultPendingMinMs` property
framework/react/api/router/RouterOptionsType.md|105|3|`defaultStaleTime` property
framework/react/api/router/RouterOptionsType.md|112|3|`defaultPreloadStaleTime` property
framework/react/api/router/RouterOptionsType.md|119|3|`defaultPreloadGcTime` property
framework/react/api/router/RouterOptionsType.md|126|3|`defaultGcTime` property
framework/react/api/router/RouterOptionsType.md|133|3|`defaultOnCatch` property
framework/react/api/router/RouterOptionsType.md|139|3|`disableGlobalCatchBoundary` property
framework/react/api/router/RouterOptionsType.md|147|3|`defaultViewTransition` property
framework/react/api/router/RouterOptionsType.md|159|3|`defaultHashScrollIntoView` property
framework/react/api/router/RouterOptionsType.md|168|3|`caseSensitive` property
framework/react/api/router/RouterOptionsType.md|175|3|`basepath` property
framework/react/api/router/RouterOptionsType.md|182|3|`context` property
framework/react/api/router/RouterOptionsType.md|188|3|`dehydrate` method
framework/react/api/router/RouterOptionsType.md|194|3|`hydrate` method
framework/react/api/router/RouterOptionsType.md|200|3|`routeMasks` property
framework/react/api/router/RouterOptionsType.md|206|3|`unmaskOnReload` property
framework/react/api/router/RouterOptionsType.md|213|3|`Wrap` property
framework/react/api/router/RouterOptionsType.md|232|3|`InnerWrap` property
framework/react/api/router/RouterOptionsType.md|257|3|`notFoundMode` property
framework/react/api/router/RouterOptionsType.md|264|3|`notFoundRoute` property
framework/react/api/router/RouterOptionsType.md|271|3|`trailingSlash` property
framework/react/api/router/RouterOptionsType.md|278|3|`pathParamsAllowedCharacters` property
framework/react/api/router/RouterOptionsType.md|284|3|`defaultStructuralSharing` property
framework/react/api/router/RouterOptionsType.md|292|3|`defaultRemountDeps` property
framework/react/api/router/RouterStateType.md|20|2|RouterState properties
framework/react/api/router/RouterStateType.md|24|3|`status` property
framework/react/api/router/RouterStateType.md|29|3|`isLoading` property
framework/react/api/router/RouterStateType.md|34|3|`isTransitioning` property
framework/react/api/router/RouterStateType.md|39|3|`matches` property
framework/react/api/router/RouterStateType.md|44|3|`pendingMatches` property
framework/react/api/router/RouterStateType.md|49|3|`location` property
framework/react/api/router/RouterStateType.md|54|3|`resolvedLocation` property
framework/react/api/router/RouterType.md|8|2|`Router` properties and methods
framework/react/api/router/RouterType.md|12|3|`.update` method
framework/react/api/router/RouterType.md|17|3|`state` property
framework/react/api/router/RouterType.md|24|3|`.subscribe` method
framework/react/api/router/RouterType.md|31|3|`.matchRoutes` method
framework/react/api/router/RouterType.md|37|3|`.cancelMatch` method
framework/react/api/router/RouterType.md|42|3|`.cancelMatches` method
framework/react/api/router/RouterType.md|47|3|`.buildLocation` method
framework/react/api/router/RouterType.md|86|3|`.commitLocation` method
framework/react/api/router/RouterType.md|129|3|`.navigate` method
framework/react/api/router/RouterType.md|138|3|`.invalidate` method
framework/react/api/router/RouterType.md|150|3|`.clearCache` method
framework/react/api/router/RouterType.md|158|3|`.load` method
framework/react/api/router/RouterType.md|168|3|`.preloadRoute` method
framework/react/api/router/RouterType.md|183|3|`.loadRouteChunk` method
framework/react/api/router/RouterType.md|189|3|`.matchRoute` method
framework/react/api/router/RouterType.md|207|3|`.dehydrate` method
framework/react/api/router/RouterType.md|215|3|`.hydrate` method
framework/react/api/router/ViewTransitionOptionsType.md|15|2|ViewTransitionOptions properties
framework/react/api/router/ViewTransitionOptionsType.md|19|3|`types` property
framework/react/api/router/awaitComponent.md|10|2|Await props
framework/react/api/router/awaitComponent.md|14|3|`props.promise` prop
framework/react/api/router/awaitComponent.md|20|3|`props.children` prop
framework/react/api/router/awaitComponent.md|26|2|Await returns
framework/react/api/router/awaitComponent.md|32|2|Examples
framework/react/api/router/catchBoundaryComponent.md|8|2|CatchBoundary props
framework/react/api/router/catchBoundaryComponent.md|12|3|`props.getResetKey` prop
framework/react/api/router/catchBoundaryComponent.md|18|3|`props.children` prop
framework/react/api/router/catchBoundaryComponent.md|24|3|`props.errorComponent` prop
framework/react/api/router/catchBoundaryComponent.md|30|3|`props.onCatch` prop
framework/react/api/router/catchBoundaryComponent.md|36|2|CatchBoundary returns
framework/react/api/router/catchBoundaryComponent.md|41|2|Examples
framework/react/api/router/catchNotFoundComponent.md|8|2|CatchNotFound props
framework/react/api/router/catchNotFoundComponent.md|12|3|`props.children` prop
framework/react/api/router/catchNotFoundComponent.md|18|3|`props.fallback` prop
framework/react/api/router/catchNotFoundComponent.md|24|3|`props.onCatch` prop
framework/react/api/router/catchNotFoundComponent.md|30|2|CatchNotFound returns
framework/react/api/router/catchNotFoundComponent.md|35|2|Examples
framework/react/api/router/clientOnlyComponent.md|8|2|Props
framework/react/api/router/clientOnlyComponent.md|12|3|`props.fallback` prop
framework/react/api/router/clientOnlyComponent.md|16|3|`props.children` prop
framework/react/api/router/clientOnlyComponent.md|20|2|Returns
framework/react/api/router/clientOnlyComponent.md|25|2|Examples
framework/react/api/router/createFileRouteFunction.md|8|2|createFileRoute options
framework/react/api/router/createFileRouteFunction.md|12|3|`path` option
framework/react/api/router/createFileRouteFunction.md|18|2|createFileRoute returns
framework/react/api/router/createFileRouteFunction.md|24|2|Examples
framework/react/api/router/createLazyFileRouteFunction.md|8|2|createLazyFileRoute options
framework/react/api/router/createLazyFileRouteFunction.md|12|3|`path`
framework/react/api/router/createLazyFileRouteFunction.md|18|3|createLazyFileRoute returns
framework/react/api/router/createLazyFileRouteFunction.md|35|3|Examples
framework/react/api/router/createLazyRouteFunction.md|8|2|createLazyRoute options
framework/react/api/router/createLazyRouteFunction.md|12|3|`id`
framework/react/api/router/createLazyRouteFunction.md|18|3|createLazyRoute returns
framework/react/api/router/createLazyRouteFunction.md|35|3|Examples
framework/react/api/router/createRootRouteFunction.md|8|2|createRootRoute options
framework/react/api/router/createRootRouteFunction.md|29|2|createRootRoute returns
framework/react/api/router/createRootRouteFunction.md|33|2|Examples
framework/react/api/router/createRootRouteWithContextFunction.md|8|2|createRootRouteWithContext generics
framework/react/api/router/createRootRouteWithContextFunction.md|12|3|`TRouterContext` generic
framework/react/api/router/createRootRouteWithContextFunction.md|18|2|createRootRouteWithContext returns
framework/react/api/router/createRootRouteWithContextFunction.md|23|2|Examples
framework/react/api/router/createRouteFunction.md|8|2|createRoute options
framework/react/api/router/createRouteFunction.md|14|2|createRoute returns
framework/react/api/router/createRouteFunction.md|18|2|Examples
framework/react/api/router/createRouteMaskFunction.md|8|2|createRouteMask options
framework/react/api/router/createRouteMaskFunction.md|14|2|createRouteMask returns
framework/react/api/router/createRouteMaskFunction.md|18|2|Examples
framework/react/api/router/createRouterFunction.md|8|2|createRouter options
framework/react/api/router/createRouterFunction.md|14|2|createRouter returns
framework/react/api/router/createRouterFunction.md|18|2|Examples
framework/react/api/router/defaultGlobalNotFoundComponent.md|8|2|DefaultGlobalNotFound returns
framework/react/api/router/deferFunction.md|13|2|defer options
framework/react/api/router/deferFunction.md|19|2|defer returns
framework/react/api/router/deferFunction.md|23|2|Examples
framework/react/api/router/errorComponentComponent.md|8|2|ErrorComponent props
framework/react/api/router/errorComponentComponent.md|12|3|`props.error` prop
framework/react/api/router/errorComponentComponent.md|17|3|`props.info` prop
framework/react/api/router/errorComponentComponent.md|23|3|`props.reset` prop
framework/react/api/router/errorComponentComponent.md|28|2|ErrorComponent returns
framework/react/api/router/getRouteApiFunction.md|8|2|getRouteApi options
framework/react/api/router/getRouteApiFunction.md|12|3|`routeId` option
framework/react/api/router/getRouteApiFunction.md|18|2|getRouteApi returns
framework/react/api/router/getRouteApiFunction.md|22|2|Examples
framework/react/api/router/isNotFoundFunction.md|8|2|isNotFound options
framework/react/api/router/isNotFoundFunction.md|12|3|`input` option
framework/react/api/router/isNotFoundFunction.md|18|2|isNotFound returns
framework/react/api/router/isNotFoundFunction.md|24|2|Examples
framework/react/api/router/isRedirectFunction.md|8|2|isRedirect options
framework/react/api/router/isRedirectFunction.md|12|4|`input`
framework/react/api/router/isRedirectFunction.md|18|2|isRedirect returns
framework/react/api/router/isRedirectFunction.md|24|2|Examples
framework/react/api/router/lazyRouteComponentFunction.md|11|2|lazyRouteComponent options
framework/react/api/router/lazyRouteComponentFunction.md|15|3|`importer` option
framework/react/api/router/lazyRouteComponentFunction.md|21|3|`exportName` option
framework/react/api/router/lazyRouteComponentFunction.md|27|2|lazyRouteComponent returns
framework/react/api/router/lazyRouteComponentFunction.md|31|2|Examples
framework/react/api/router/linkComponent.md|8|2|Link props
framework/react/api/router/linkComponent.md|12|3|`...props`
framework/react/api/router/linkComponent.md|17|2|Link returns
framework/react/api/router/linkComponent.md|21|2|Examples
framework/react/api/router/linkOptions.md|8|2|linkOptions props
framework/react/api/router/linkOptions.md|12|3|`...props`
framework/react/api/router/linkOptions.md|17|2|`linkOptions` returns
framework/react/api/router/linkOptions.md|21|2|Examples
framework/react/api/router/matchRouteComponent.md|8|2|MatchRoute props
framework/react/api/router/matchRouteComponent.md|12|3|`...props` prop
framework/react/api/router/matchRouteComponent.md|16|3|`children` prop
framework/react/api/router/matchRouteComponent.md|24|2|MatchRoute returns
framework/react/api/router/matchRouteComponent.md|28|2|Examples
framework/react/api/router/navigateComponent.md|8|2|Navigate props
framework/react/api/router/navigateComponent.md|12|3|`...options`
framework/react/api/router/navigateComponent.md|16|2|Navigate returns
framework/react/api/router/notFoundFunction.md|8|2|notFound options
framework/react/api/router/notFoundFunction.md|15|2|notFound returns
framework/react/api/router/notFoundFunction.md|20|2|Examples
framework/react/api/router/outletComponent.md|8|2|Outlet props
framework/react/api/router/outletComponent.md|12|2|Outlet returns
framework/react/api/router/redirectFunction.md|8|2|redirect options
framework/react/api/router/redirectFunction.md|15|2|redirect returns
framework/react/api/router/redirectFunction.md|20|2|Examples
framework/react/api/router/retainSearchParamsFunction.md|8|2|retainSearchParams props
framework/react/api/router/retainSearchParamsFunction.md|13|2|Examples
